brand,price,old,brake,drivetrain,material
서벨로 ,12300000,2021,디스크 브레이크,SRAM RED eTAP,카본
스페셜라이즈드 ,8000000,2021,디스크 브레이크,SHIMANO ULTEGRA,카본
스페셜라이즈드 ,3400000,2020,디스크 브레이크,SHIMANO 105,카본
기타 ,1900000,2019,림 브레이크,SHIMANO 105,카본
자이언트 ,3400000,2021,디스크 브레이크,SHIMANO 105,카본
서벨로 ,6500000,2021,디스크 브레이크,SHIMANO ULTEGRA,카본
비앙키 ,600000,2015,림 브레이크,기타,알루미늄
서벨로 ,10600000,2021,디스크 브레이크,SRAM RED eTap AXS,카본
포커스 ,8500000,2019,디스크 브레이크,SHIMANO ULTEGRA,카본
트렉 ,4100000,2021,디스크 브레이크,SHIMANO 105,카본
스페셜라이즈드 ,2700000,2019,디스크 브레이크,SHIMANO ULTEGRA,카본
기타 ,450000,2019,림 브레이크,SHIMANO CLARIS,카본+알루미늄
트렉 ,8000000,2020,디스크 브레이크,SHIMANO DURA-ACE,카본
첼로 ,1800000,2021,림 브레이크,SHIMANO 105,카본
스페셜라이즈드 ,2300000,2020,디스크 브레이크,SHIMANO 105,카본
비앙키 ,10000000,2020,디스크 브레이크,기타,카본
기타 ,2950000,2020,디스크 브레이크,SHIMANO ULTEGRA,카본
리브 ,2000000,2021,디스크 브레이크,SHIMANO 105,카본
기타 ,5800000,2021,디스크 브레이크,SHIMANO ULTEGRA,카본
서벨로 ,4400000,2018,림 브레이크,SHIMANO ULTEGRA,카본
스페셜라이즈드 ,3400000,2019,림 브레이크,SHIMANO 105,알루미늄
비앙키 ,3800000,2020,디스크 브레이크,SHIMANO ULTEGRA,카본
기타 ,1300000,2016,림 브레이크,기타,카본
자이언트 ,1950000,2017,림 브레이크,SHIMANO ULTEGRA,카본
자이언트 ,3300000,2019,림 브레이크,SHIMANO ULTEGRA,카본
기타 ,2000000,2015,림 브레이크,SHIMANO ULTEGRA,카본
메리다 ,3000000,2021,디스크 브레이크,SHIMANO ULTEGRA,카본
메리다 ,800000,2016,림 브레이크,SHIMANO 105,알루미늄
엘파마 ,600000,2015,림 브레이크,SHIMANO 105,카본
스페셜라이즈드 ,2500000,2020,디스크 브레이크,SHIMANO 105,카본
스캇 ,3000000,2015,림 브레이크,SHIMANO DURA-ACE,카본
아르곤18 ,1600000,2018,림 브레이크,SHIMANO ULTEGRA,카본
첼로 ,2000000,2017,림 브레이크,SHIMANO DURA-ACE,카본
메리다 ,2900000,2021,디스크 브레이크,SHIMANO 105,카본
자이언트 ,3750000,2021,디스크 브레이크,SHIMANO ULTEGRA,카본
코메트 ,1200000,2021,디스크 브레이크,SHIMANO 105,카본
스캇 ,4400000,2017,림 브레이크,SHIMANO DURA-ACE,카본
트리곤 ,1950000,2021,림 브레이크,SHIMANO 105,카본
기타 ,2200000,2017,림 브레이크,SHIMANO ULTEGRA,카본
캐논데일 ,6800000,2021,디스크 브레이크,SHIMANO ULTEGRA,카본
자이언트 ,2600000,2021,디스크 브레이크,SHIMANO 105,카본
자이언트 ,1900000,2021,디스크 브레이크,SHIMANO 105,카본+알루미늄
예거 ,2700000,2021,디스크 브레이크,기타,카본
트렉 ,1000000,2021,디스크 브레이크,SHIMANO CLARIS,알루미늄
스페셜라이즈드 ,5200000,2021,디스크 브레이크,SHIMANO ULTEGRA,카본
메리다 ,2700000,2019,림 브레이크,SHIMANO ULTEGRA,카본
서벨로 ,4800000,2018,림 브레이크,SHIMANO ULTEGRA,카본
기타 ,8500000,2020,림 브레이크,SHIMANO DURA-ACE,카본
비앙키 ,2000000,2021,림 브레이크,기타,카본+알루미늄
자이언트 ,2350000,2021,디스크 브레이크,SHIMANO 105,카본
자이언트 ,2700000,2021,디스크 브레이크,SHIMANO 105,카본
첼로 ,2300000,2021,디스크 브레이크,SHIMANO ULTEGRA,카본+알루미늄
메리다 ,850000,2018,림 브레이크,SHIMANO 105,카본+알루미늄
기타 ,4800000,2021,디스크 브레이크,SRAM Force eTap AXS,카본
스캇 ,3100000,2017,림 브레이크,SHIMANO ULTEGRA,카본
트렉 ,7300000,2020,디스크 브레이크,SRAM Force eTap AXS,카본
스페셜라이즈드 ,2300000,2017,림 브레이크,SHIMANO ULTEGRA,카본
캐논데일 ,2500000,2021,디스크 브레이크,SHIMANO 105,알루미늄
기타 ,7300000,2020,디스크 브레이크,SRAM Force eTap AXS,카본
메리다 ,1300000,2021,림 브레이크,SHIMANO 105,카본+알루미늄
트렉 ,3700000,2018,림 브레이크,SHIMANO ULTEGRA,카본
스페셜라이즈드 ,3000000,2021,디스크 브레이크,SHIMANO 105,카본
자이언트 ,2600000,2019,림 브레이크,SHIMANO ULTEGRA,카본
서벨로 ,6800000,2013,림 브레이크,SRAM RED eTap AXS,카본
기타 ,2200000,2015,림 브레이크,SHIMANO DURA-ACE,카본
피나렐로 ,8500000,2020,림 브레이크,SHIMANO DURA-ACE,카본
트렉 ,3400000,2021,디스크 브레이크,SHIMANO 105,카본
서벨로 ,5300000,2021,디스크 브레이크,SHIMANO ULTEGRA,카본
기타 ,2450000,2021,디스크 브레이크,SHIMANO 105,카본
자이언트 ,150000,2012,림 브레이크,SHIMANO SORA,알루미늄
비앙키 ,4350000,2021,디스크 브레이크,SHIMANO ULTEGRA,카본
비엠씨 ,6400000,2019,디스크 브레이크,SHIMANO ULTEGRA,카본
메리다 ,2100000,2017,림 브레이크,SHIMANO 105,카본
스페셜라이즈드 ,6500000,2019,디스크 브레이크,SHIMANO ULTEGRA,카본
스캇 ,3600000,2020,디스크 브레이크,SHIMANO ULTEGRA,카본
자이언트 ,1400000,2021,디스크 브레이크,SHIMANO 105,알루미늄
엘파마 ,1300000,2021,디스크 브레이크,SHIMANO 105,알루미늄
기타 ,5000000,2021,디스크 브레이크,SRAM Force eTap AXS,카본
스페셜라이즈드 ,2800000,2020,디스크 브레이크,SHIMANO ULTEGRA,카본
비앙키 ,2900000,2020,림 브레이크,기타,카본
서벨로 ,8700000,2021,디스크 브레이크,SHIMANO DURA-ACE,카본
위아위스 ,1300000,2018,림 브레이크,SHIMANO ULTEGRA,카본
자이언트 ,100000,2021,디스크 브레이크,SHIMANO 105,카본
트렉 ,3700000,2018,디스크 브레이크,SHIMANO ULTEGRA,카본
자이언트 ,4000000,2019,디스크 브레이크,SRAM Force eTap AXS,카본
스페셜라이즈드 ,3650000,2021,디스크 브레이크,SHIMANO ULTEGRA,카본
메리다 ,3100000,2016,림 브레이크,SHIMANO ULTEGRA,카본
메리다 ,3600000,2021,디스크 브레이크,SHIMANO ULTEGRA,카본
비엠씨 ,9100000,2021,디스크 브레이크,SRAM Force eTap AXS,카본
스페셜라이즈드 ,6500000,2021,디스크 브레이크,SRAM Force eTap AXS,카본
기타 ,2500000,2015,림 브레이크,SHIMANO DURA-ACE,카본
첼로 ,1900000,2017,림 브레이크,SHIMANO ULTEGRA,카본
캐논데일 ,4900000,2021,디스크 브레이크,SHIMANO ULTEGRA,카본
트렉 ,5150000,2021,디스크 브레이크,SHIMANO ULTEGRA,카본
스페셜라이즈드 ,3700000,2021,디스크 브레이크,SHIMANO ULTEGRA,카본
자이언트 ,3800000,2021,디스크 브레이크,SHIMANO ULTEGRA,카본
첼로 ,1000000,2016,림 브레이크,SHIMANO 105,카본
기타 ,2100000,2015,림 브레이크,SHIMANO ULTEGRA,카본
자이언트 ,2900000,2021,디스크 브레이크,SHIMANO ULTEGRA,카본+알루미늄
비앙키 ,4700000,2021,디스크 브레이크,SHIMANO ULTEGRA,카본
트렉 ,1100000,2016,림 브레이크,SHIMANO 105,카본+알루미늄
캐논데일 ,3000000,2016,림 브레이크,SRAM RED,카본
기타 ,2600000,2015,림 브레이크,SHIMANO DURA-ACE,카본
자이언트 ,3150000,2021,디스크 브레이크,SHIMANO ULTEGRA,카본
룩 ,3500000,2020,디스크 브레이크,SHIMANO ULTEGRA,카본
메리다 ,5500000,2021,디스크 브레이크,SRAM Force eTap AXS,카본
자이언트 ,2000000,2019,림 브레이크,SHIMANO 105,카본+알루미늄
코메트 ,1450000,2021,디스크 브레이크,SHIMANO 105,카본
리들리 ,1000000,2015,림 브레이크,SHIMANO 105,카본
트렉 ,6700000,2019,디스크 브레이크,SHIMANO ULTEGRA,카본
비엠씨 ,8000000,2021,디스크 브레이크,SRAM Force eTap AXS,카본
메리다 ,2500000,2020,디스크 브레이크,SHIMANO ULTEGRA,카본
트렉 ,4800000,2020,디스크 브레이크,SHIMANO ULTEGRA,카본
스페셜라이즈드 ,9500000,2021,디스크 브레이크,SRAM RED eTap AXS,카본
포커스 ,1800000,2017,림 브레이크,SHIMANO ULTEGRA,카본
캐논데일 ,2100000,2016,림 브레이크,SHIMANO ULTEGRA,카본
자이언트 ,2300000,2021,림 브레이크,SHIMANO 105,카본+알루미늄
기타 ,2700000,2015,림 브레이크,SHIMANO DURA-ACE,카본
피나렐로 ,4600000,2020,디스크 브레이크,SHIMANO ULTEGRA,카본
트리곤 ,2400000,2018,림 브레이크,SHIMANO 105,카본
비엠씨 ,1900000,2019,림 브레이크,SHIMANO 105,카본
트렉 ,5000000,2021,디스크 브레이크,SHIMANO ULTEGRA,카본
트렉 ,2900000,2020,디스크 브레이크,SHIMANO 105,카본
비앙키 ,2800000,2015,림 브레이크,SHIMANO ULTEGRA,카본
자이언트 ,1050000,2015,림 브레이크,SHIMANO 105,카본
기타 ,3000000,2015,림 브레이크,SHIMANO DURA-ACE,카본
자이언트 ,700000,2018,림 브레이크,SHIMANO SORA,카본+알루미늄
룩 ,2200000,2018,림 브레이크,SHIMANO ULTEGRA,카본
트렉 ,4600000,2021,디스크 브레이크,SHIMANO ULTEGRA,카본
기타 ,8000000,2021,디스크 브레이크,SRAM Force eTap AXS,카본
스페셜라이즈드 ,1800000,2016,림 브레이크,SHIMANO 105,카본
인피자 ,700000,2015,림 브레이크,SHIMANO 105,카본
스페셜라이즈드 ,2000000,2015,림 브레이크,SHIMANO 105,카본
메리다 ,2300000,2018,림 브레이크,SHIMANO ULTEGRA,카본
트렉 ,4200000,2018,림 브레이크,SHIMANO DURA-ACE,카본
첼로 ,2650000,2019,림 브레이크,SHIMANO ULTEGRA,카본
스페셜라이즈드 ,2900000,2021,디스크 브레이크,SHIMANO 105,카본
메리다 ,2400000,2021,디스크 브레이크,SHIMANO 105,알루미늄
메리다 ,1100000,2021,림 브레이크,SHIMANO 105,알루미늄
스페셜라이즈드 ,4700000,2016,디스크 브레이크,SHIMANO DURA-ACE,카본
메리다 ,3900000,2021,디스크 브레이크,SHIMANO ULTEGRA,카본
스페셜라이즈드 ,6000000,2018,림 브레이크,SHIMANO ULTEGRA,카본
트렉 ,3300000,2020,디스크 브레이크,SHIMANO 105,카본
트리곤 ,1700000,2018,림 브레이크,SHIMANO 105,카본
비엠씨 ,8300000,2021,디스크 브레이크,SRAM Force eTap AXS,카본
자이언트 ,1650000,2016,림 브레이크,SHIMANO ULTEGRA,카본
포커스 ,4900000,2020,디스크 브레이크,SHIMANO ULTEGRA,카본
메리다 ,2700000,2018,림 브레이크,SHIMANO ULTEGRA,카본
자이언트 ,4000000,2021,디스크 브레이크,SHIMANO ULTEGRA,카본
트렉 ,7500000,2019,디스크 브레이크,SHIMANO DURA-ACE,카본
비앙키 ,3900000,2019,디스크 브레이크,SHIMANO ULTEGRA,카본
스페셜라이즈드 ,3600000,2021,디스크 브레이크,SHIMANO 105,카본
트리곤 ,1800000,2017,림 브레이크,SHIMANO ULTEGRA,카본
비엠씨 ,3080000,2021,디스크 브레이크,SHIMANO 105,카본
스페셜라이즈드 ,9900000,2019,디스크 브레이크,SRAM RED eTap AXS,카본
씨포 ,3000000,2016,림 브레이크,SHIMANO 105,카본
기타 ,6200000,2021,디스크 브레이크,SHIMANO ULTEGRA,카본
트렉 ,4000000,2019,림 브레이크,SHIMANO ULTEGRA,카본
캐논데일 ,1840000,2014,림 브레이크,SRAM RED,카본
자이언트 ,890000,2021,디스크 브레이크,SHIMANO SORA,카본+알루미늄
콜나고 ,4300000,2016,림 브레이크,SHIMANO DURA-ACE,카본
스페셜라이즈드 ,3800000,2018,림 브레이크,SRAM RED eTAP,카본+알루미늄
트렉 ,4100000,2019,림 브레이크,SHIMANO ULTEGRA,카본
자이언트 ,2390000,2020,디스크 브레이크,SHIMANO ULTEGRA,카본
큐브 ,4500000,2021,디스크 브레이크,SRAM Force eTap AXS,카본
스페셜라이즈드 ,3900000,2017,림 브레이크,SRAM RED eTAP,카본+알루미늄
위아위스 ,3100000,2020,림 브레이크,SRAM RED,카본
자이언트 ,2200000,2021,디스크 브레이크,SHIMANO 105,카본
메리다 ,5500000,2021,디스크 브레이크,SHIMANO ULTEGRA,카본
트렉 ,4200000,2019,림 브레이크,SHIMANO ULTEGRA,카본
자이언트 ,1600000,2021,디스크 브레이크,SHIMANO 105,알루미늄
트렉 ,4400000,2019,림 브레이크,SHIMANO ULTEGRA,카본
스페셜라이즈드 ,5600000,2021,디스크 브레이크,SHIMANO ULTEGRA,카본
서벨로 ,8700000,2021,디스크 브레이크,SRAM Force eTap AXS,카본
스페셜라이즈드 ,4000000,2017,림 브레이크,SRAM RED eTAP,카본+알루미늄
메리다 ,1000000,2021,디스크 브레이크,SHIMANO CLARIS,카본+알루미늄
트렉 ,4500000,2018,림 브레이크,SRAM RED eTAP,카본
트렉 ,650000,2019,림 브레이크,SHIMANO CLARIS,카본+알루미늄
트렉 ,7500000,2019,림 브레이크,SHIMANO ULTEGRA,카본
아르곤18 ,2900000,2018,림 브레이크,SHIMANO ULTEGRA,카본
트렉 ,2300000,2017,림 브레이크,SHIMANO ULTEGRA,카본
콜나고 ,5500000,2017,림 브레이크,SHIMANO DURA-ACE,카본
트렉 ,3200000,2021,디스크 브레이크,SHIMANO 105,카본
엘파마 ,600000,2014,림 브레이크,SHIMANO 105,카본+알루미늄
기타 ,3000000,2020,디스크 브레이크,SHIMANO 105,카본
첼로 ,720000,2014,림 브레이크,SHIMANO ULTEGRA,알루미늄
리떼 ,2500000,2014,림 브레이크,SHIMANO ULTEGRA,카본
엘파마 ,2700000,2021,디스크 브레이크,SHIMANO 105,카본+알루미늄
첼로 ,3000000,2014,림 브레이크,기타,알루미늄
트리곤 ,1300000,2021,림 브레이크,SHIMANO 105,카본
자이언트 ,3000000,2021,디스크 브레이크,SHIMANO 105,카본
피나렐로 ,2550000,2015,림 브레이크,기타,카본
메리다 ,2300000,2015,림 브레이크,SHIMANO ULTEGRA,카본
캐니언 ,3000000,2018,디스크 브레이크,SHIMANO ULTEGRA,카본
스페셜라이즈드 ,1200000,2016,림 브레이크,SHIMANO 105,카본
휠러 ,700000,2018,림 브레이크,SHIMANO 105,카본
펠트 ,4000000,2019,림 브레이크,SHIMANO ULTEGRA,카본
메리다 ,1000000,2021,림 브레이크,SHIMANO 105,카본+알루미늄
자이언트 ,5900000,2020,디스크 브레이크,SRAM Force eTap AXS,카본
리들리 ,3600000,2021,디스크 브레이크,SHIMANO ULTEGRA,카본
위아위스 ,3000000,2020,림 브레이크,SRAM RED,카본
트렉 ,400000,2011,림 브레이크,SHIMANO 105,알루미늄
트렉 ,4250000,2021,디스크 브레이크,SHIMANO ULTEGRA,카본
자이언트 ,2000000,2021,디스크 브레이크,SHIMANO 105,카본
트렉 ,3650000,2021,디스크 브레이크,SHIMANO 105,카본
캐논데일 ,1200000,2016,림 브레이크,SHIMANO ULTEGRA,카본+알루미늄
스캇 ,1500000,2016,림 브레이크,SHIMANO DURA-ACE,카본
비앙키 ,3900000,2020,림 브레이크,기타,카본
후지 ,450000,2018,림 브레이크,SHIMANO CLARIS,카본+알루미늄
메리다 ,2300000,2016,림 브레이크,SHIMANO ULTEGRA,카본
트렉 ,2900000,2021,디스크 브레이크,SHIMANO 105,카본
비엠씨 ,9500000,2020,디스크 브레이크,SRAM Force eTap AXS,카본
자이언트 ,2550000,2021,디스크 브레이크,SHIMANO 105,카본+알루미늄
리들리 ,4700000,2021,디스크 브레이크,SHIMANO ULTEGRA,카본
첼로 ,1700000,2020,림 브레이크,SHIMANO ULTEGRA,카본
스페셜라이즈드 ,3500000,2016,림 브레이크,SHIMANO DURA-ACE,카본
비엠씨 ,2800000,2016,림 브레이크,SHIMANO ULTEGRA,카본
포커스 ,1300000,2016,디스크 브레이크,기타,알루미늄
스페셜라이즈드 ,8500000,2018,디스크 브레이크,SRAM RED eTap AXS,카본
스페셜라이즈드 ,8000000,2021,디스크 브레이크,SRAM Force eTap AXS,카본
기타 ,400000,2016,림 브레이크,SHIMANO 105,카본+알루미늄
자이언트 ,4600000,2021,디스크 브레이크,SHIMANO ULTEGRA,카본
스페셜라이즈드 ,3200000,2021,디스크 브레이크,SHIMANO 105,카본
비엠씨 ,8700000,2021,디스크 브레이크,SRAM Force eTap AXS,카본
아르곤18 ,1900000,2018,림 브레이크,SHIMANO 105,카본
스캇 ,4500000,2019,디스크 브레이크,SHIMANO ULTEGRA,티타늄
메리다 ,3000000,2018,림 브레이크,SHIMANO DURA-ACE,카본
위아위스 ,5650000,2020,디스크 브레이크,SHIMANO ULTEGRA,카본
메리다 ,1250000,2021,디스크 브레이크,SHIMANO 105,카본+알루미늄
기타 ,2100000,2020,디스크 브레이크,SHIMANO ULTEGRA,카본
트렉 ,11500000,2020,디스크 브레이크,SHIMANO DURA-ACE,카본
스페셜라이즈드 ,11000000,2020,디스크 브레이크,SRAM RED eTap AXS,카본
포커스 ,3200000,2017,림 브레이크,SHIMANO ULTEGRA,카본
트리곤 ,2100000,2020,디스크 브레이크,SHIMANO ULTEGRA,카본
캐논데일 ,1900000,2018,림 브레이크,SHIMANO ULTEGRA,카본
비앙키 ,3100000,2020,림 브레이크,SHIMANO ULTEGRA,카본
메리다 ,1600000,2019,림 브레이크,SHIMANO 105,카본
스페셜라이즈드 ,850000,2021,림 브레이크,SHIMANO CLARIS,카본+알루미늄
스페셜라이즈드 ,10500000,2020,디스크 브레이크,SHIMANO DURA-ACE,카본
트렉 ,10000000,2021,디스크 브레이크,SRAM RED eTap AXS,카본
스페셜라이즈드 ,9300000,2019,디스크 브레이크,SHIMANO DURA-ACE,카본
스페셜라이즈드 ,2400000,2021,디스크 브레이크,SHIMANO 105,카본
스페셜라이즈드 ,7500000,2018,디스크 브레이크,SRAM Force eTap AXS,카본
포커스 ,1500000,2017,디스크 브레이크,기타,알루미늄
휠러 ,550000,2020,디스크 브레이크,SHIMANO CLARIS,알루미늄
메리다 ,1150000,2020,림 브레이크,SHIMANO 105,알루미늄
트렉 ,1450000,2016,림 브레이크,SHIMANO 105,카본
비엠씨 ,2100000,2017,림 브레이크,SHIMANO 105,카본
비엠씨 ,9500000,2021,디스크 브레이크,SRAM Force eTap AXS,카본
콜나고 ,2000000,2015,디스크 브레이크,SHIMANO 105,카본
첼로 ,1400000,2016,림 브레이크,SHIMANO 105,카본
스페셜라이즈드 ,4700000,2017,림 브레이크,SRAM RED eTAP,카본
자이언트 ,3700000,2021,디스크 브레이크,SHIMANO ULTEGRA,카본
피나렐로 ,3300000,2019,림 브레이크,SHIMANO ULTEGRA,카본+알루미늄
코메트 ,1300000,2020,디스크 브레이크,SHIMANO ULTEGRA,카본
트렉 ,3500000,2018,림 브레이크,SHIMANO DURA-ACE,카본
첼로 ,3070000,2020,림 브레이크,SHIMANO ULTEGRA,카본
자이언트 ,1600000,2019,림 브레이크,SHIMANO 105,카본
기타 ,1900000,2010,림 브레이크,SHIMANO ULTEGRA,스틸
콜나고 ,2500000,2010,림 브레이크,기타,스틸
기타 ,1700000,2017,림 브레이크,SHIMANO 105,카본
첼로 ,2100000,2021,디스크 브레이크,SHIMANO ULTEGRA,카본
리들리 ,3700000,2021,디스크 브레이크,SHIMANO ULTEGRA,카본
서벨로 ,4000000,2017,림 브레이크,SHIMANO ULTEGRA,카본
스페셜라이즈드 ,7000000,2018,림 브레이크,SHIMANO DURA-ACE,카본
자이언트 ,3550000,2021,디스크 브레이크,SHIMANO ULTEGRA,카본
스페셜라이즈드 ,2550000,2021,디스크 브레이크,SHIMANO 105,카본
메리다 ,1100000,2021,림 브레이크,SHIMANO 105,카본+알루미늄
메리다 ,1200000,2021,디스크 브레이크,SHIMANO 105,카본+알루미늄
기타 ,1250000,2021,림 브레이크,SHIMANO 105,카본+알루미늄
자이언트 ,2800000,2021,디스크 브레이크,SHIMANO ULTEGRA,카본
기타 ,800000,2020,림 브레이크,SHIMANO 105,카본
스페셜라이즈드 ,5100000,2019,디스크 브레이크,SHIMANO ULTEGRA,카본
자이언트 ,1200000,2012,림 브레이크,SHIMANO ULTEGRA,카본
기타 ,3000000,2015,림 브레이크,SHIMANO ULTEGRA,카본
예거 ,650000,2021,디스크 브레이크,SHIMANO SORA,알루미늄
스페셜라이즈드 ,1200000,2016,디스크 브레이크,SHIMANO 105,카본
스페셜라이즈드 ,8800000,2020,디스크 브레이크,SHIMANO DURA-ACE,카본
스페셜라이즈드 ,11500000,2021,디스크 브레이크,SRAM RED eTap AXS,카본
스페셜라이즈드 ,3500000,2020,디스크 브레이크,SHIMANO 105,카본
비앙키 ,3000000,2020,림 브레이크,기타,카본
메리다 ,3100000,2021,디스크 브레이크,SHIMANO 105,카본
메리다 ,2200000,2020,림 브레이크,SHIMANO 105,카본
트렉 ,8800000,2019,디스크 브레이크,SRAM RED eTap AXS,카본
스페셜라이즈드 ,3300000,2020,디스크 브레이크,SHIMANO ULTEGRA,카본
자이언트 ,3200000,2020,디스크 브레이크,SHIMANO ULTEGRA,카본
콜나고 ,7000000,2017,림 브레이크,SHIMANO DURA-ACE,카본
스톡 ,6000000,2011,림 브레이크,SHIMANO ULTEGRA,카본
메리다 ,2900000,2019,디스크 브레이크,SHIMANO ULTEGRA,카본
스페셜라이즈드 ,1000000,2020,림 브레이크,SHIMANO CLARIS,카본+알루미늄
첼로 ,400000,2020,림 브레이크,SHIMANO SORA,알루미늄
트렉 ,500000,2015,림 브레이크,SHIMANO SORA,알루미늄
캐니언 ,5800000,2019,림 브레이크,SRAM Force eTap AXS,카본
스페셜라이즈드 ,2300000,2018,림 브레이크,SHIMANO ULTEGRA,카본
자이언트 ,800000,2019,림 브레이크,SHIMANO 105,알루미늄
자이언트 ,550000,2021,림 브레이크,SHIMANO 105,알루미늄
스캇 ,1300000,2012,림 브레이크,SHIMANO 105,카본
기타 ,5000000,2017,림 브레이크,SRAM RED eTAP,카본
스페셜라이즈드 ,2500000,2016,림 브레이크,SHIMANO 105,카본
캐논데일 ,570000,2011,림 브레이크,SHIMANO 105,알루미늄
트렉 ,3700000,2021,디스크 브레이크,SHIMANO ULTEGRA,카본
피나렐로 ,5300000,2020,디스크 브레이크,SHIMANO ULTEGRA,카본
비앙키 ,3800000,2014,림 브레이크,SHIMANO DURA-ACE,카본
서벨로 ,2300000,2018,림 브레이크,SHIMANO ULTEGRA,카본
스페셜라이즈드 ,7500000,2021,디스크 브레이크,SHIMANO ULTEGRA,카본
트렉 ,5800000,2021,디스크 브레이크,SHIMANO ULTEGRA,카본
기타 ,2600000,2020,디스크 브레이크,SHIMANO ULTEGRA,카본
콜나고 ,5500000,2020,림 브레이크,기타,카본
팩터 ,11000000,2020,디스크 브레이크,SRAM RED eTap AXS,카본
엘파마 ,450000,2018,림 브레이크,SHIMANO SORA,알루미늄
콜나고 ,6500000,2019,림 브레이크,SRAM RED eTAP,카본
메리다 ,750000,2020,디스크 브레이크,SHIMANO CLARIS,알루미늄
자이언트 ,1600000,2015,림 브레이크,SHIMANO ULTEGRA,카본
서벨로 ,4800000,2021,디스크 브레이크,SHIMANO ULTEGRA,카본
비엠씨 ,6800000,2017,디스크 브레이크,SRAM Force eTap AXS,카본
기타 ,1800000,2019,림 브레이크,기타,카본
스페셜라이즈드 ,5500000,2021,디스크 브레이크,SHIMANO ULTEGRA,카본
스페셜라이즈드 ,2900000,2020,디스크 브레이크,SHIMANO ULTEGRA,카본
스페셜라이즈드 ,1000000,2015,림 브레이크,SHIMANO 105,카본
스페셜라이즈드 ,2500000,2019,디스크 브레이크,SHIMANO ULTEGRA,카본
피나렐로 ,7000000,2017,림 브레이크,SHIMANO DURA-ACE,카본
기타 ,2800000,2016,림 브레이크,SHIMANO ULTEGRA,카본
기타 ,3600000,2015,림 브레이크,SHIMANO DURA-ACE,카본
스페셜라이즈드 ,1500000,2014,림 브레이크,SHIMANO ULTEGRA,카본
자이언트 ,450000,2016,림 브레이크,SHIMANO SORA,카본+알루미늄
라피에르 ,1500000,2017,림 브레이크,SHIMANO ULTEGRA,카본
비앙키 ,1100000,2016,림 브레이크,SHIMANO 105,카본+알루미늄
서벨로 ,11980000,2021,디스크 브레이크,SRAM RED eTap AXS,카본
첼로 ,1800000,2021,디스크 브레이크,SHIMANO 105,카본
메리다 ,1200000,2016,림 브레이크,SHIMANO ULTEGRA,카본
스톡 ,2300000,2016,림 브레이크,SHIMANO ULTEGRA,카본
서벨로 ,3500000,2016,림 브레이크,SHIMANO ULTEGRA,카본
트렉 ,3000000,2018,림 브레이크,SHIMANO ULTEGRA,카본
피나렐로 ,1800000,2014,림 브레이크,SHIMANO ULTEGRA,카본
트렉 ,650000,2016,림 브레이크,SHIMANO 105,카본+알루미늄
첼로 ,2400000,2020,림 브레이크,SHIMANO ULTEGRA,카본
스페셜라이즈드 ,6000000,2019,림 브레이크,SHIMANO ULTEGRA,카본
트렉 ,4200000,2021,디스크 브레이크,SHIMANO ULTEGRA,카본
포커스 ,3900000,2020,디스크 브레이크,SHIMANO 105,카본
